Issues	Relationship	Link Issues
HADOOP-14166	is related to	HADOOP-12916
HADOOP-14163	is related to	HADOOP-16052
HADOOP-14159	is related to	HADOOP-14000
HADOOP-14154	is blocked by	HADOOP-15636
HADOOP-14154	is related to	HADOOP-15400
HADOOP-14141	is depended upon by	HADOOP-14242
HADOOP-14138	is broken by	HADOOP-14040
HADOOP-14138	is related to	HADOOP-14132
HADOOP-14136	is related to	HADOOP-8299
HADOOP-14136	is related to	HADOOP-13055
HADOOP-14132	is related to	HADOOP-16102
HADOOP-14132	is related to	HADOOP-17402
HADOOP-14131	is broken by	HADOOP-14083
HADOOP-14126	is depended upon by	HADOOP-9991
HADOOP-14123	is depended upon by	HADOOP-14132
HADOOP-14123	is duplicated by	HADOOP-14149
HADOOP-14123	is related to	HADOOP-13606
HADOOP-14120	is broken by	HADOOP-13075
HADOOP-14119	is broken by	HADOOP-14097
HADOOP-14115	is related to	HADOOP-15681
HADOOP-14114	is broken by	HADOOP-3733
HADOOP-14114	is depended upon by	HADOOP-13204
HADOOP-14112	is cloned by	HADOOP-14764
HADOOP-14109	is related to	HADOOP-15428
HADOOP-14104	is related to	HIVE-16490
HADOOP-14104	is related to	HDFS-11687
HADOOP-14103	is related to	HADOOP-13929
HADOOP-14102	is broken by	HADOOP-13075
HADOOP-14100	is depended upon by	HADOOP-9991
HADOOP-14100	is duplicated by	HDFS-14309
HADOOP-14099	is related to	HADOOP-14103
HADOOP-14095	is related to	HADOOP-13923
HADOOP-14094	is related to	HADOOP-14145
HADOOP-14089	is related to	HBASE-18577
HADOOP-14086	is depended upon by	HADOOP-15788
HADOOP-14085	is related to	HADOOP-13736
HADOOP-14083	is broken by	HADOOP-13812
HADOOP-14083	is depended upon by	HADOOP-14242
HADOOP-14083	is depended upon by	HADOOP-14141
HADOOP-14083	is depended upon by	HADOOP-14417
HADOOP-14083	is related to	HDFS-11418
HADOOP-14079	is related to	HADOOP-13995
HADOOP-14068	is depended upon by	HADOOP-15301
HADOOP-14067	is related to	SPARK-32256
HADOOP-14067	is related to	HADOOP-14066
HADOOP-14060	is related to	HADOOP-13119
HADOOP-14060	is related to	HADOOP-14077
HADOOP-14052	is broken by	HADOOP-13827
HADOOP-14051	is depended upon by	HADOOP-13998
HADOOP-14050	is related to	HDFS-11390
HADOOP-14047	is related to	HADOOP-14060
HADOOP-14043	is related to	HADOOP-13866
HADOOP-14040	is depended upon by	HADOOP-9991
HADOOP-14040	is related to	HADOOP-14890
HADOOP-14040	is related to	HADOOP-17337
HADOOP-14040	is related to	HADOOP-14126
HADOOP-14040	is related to	HDFS-15499
HADOOP-14038	is depended upon by	HADOOP-14294
HADOOP-14038	is related to	HADOOP-14349
HADOOP-14036	is depended upon by	HADOOP-13998
HADOOP-14036	is related to	HADOOP-14170
HADOOP-14030	is broken by	HADOOP-13433
HADOOP-14030	is duplicated by	HADOOP-14636
HADOOP-14029	is broken by	HADOOP-13988
HADOOP-14028	is broken by	HADOOP-13560
HADOOP-14028	is depended upon by	HADOOP-11694
HADOOP-14028	is related to	HADOOP-14081
HADOOP-14024	is broken by	HADOOP-13707
HADOOP-14024	is related to	HADOOP-13872
HADOOP-14020	is depended upon by	HADOOP-13998
HADOOP-14013	is depended upon by	HADOOP-13998
HADOOP-14013	is related to	HADOOP-13336
HADOOP-14013	is related to	HADOOP-17401
HADOOP-14012	is depended upon by	HADOOP-14531
HADOOP-14004	is related to	HADOOP-15030
HADOOP-14001	is related to	HADOOP-17793
HADOOP-14000	is depended upon by	HADOOP-14936
HADOOP-14000	is related to	HADOOP-16184
HADOOP-13998	is depended upon by	HADOOP-14838
HADOOP-13998	is depended upon by	HADOOP-14423
HADOOP-13995	is depended upon by	HADOOP-13998
HADOOP-13994	is depended upon by	HADOOP-9991
HADOOP-13994	is related to	HADOOP-13660
HADOOP-13993	is depended upon by	HADOOP-11694
HADOOP-13992	is depended upon by	HDFS-10860
HADOOP-13992	is related to	HADOOP-13987
HADOOP-13990	is depended upon by	HDFS-10860
HADOOP-13989	is related to	HADOOP-16822
HADOOP-13985	is depended upon by	HADOOP-13998
HADOOP-13985	is related to	HADOOP-13959
HADOOP-13980	is depended upon by	HADOOP-14936
HADOOP-13980	is depended upon by	HADOOP-15619
HADOOP-13980	is related to	HADOOP-13936
HADOOP-13977	is broken by	HADOOP-11804
HADOOP-13972	is duplicated by	HADOOP-15238
HADOOP-13963	is related to	YARN-6060
HADOOP-13961	is broken by	HADOOP-13597
HADOOP-13956	is depended upon by	HADOOP-14679
HADOOP-13956	is related to	HADOOP-12548
HADOOP-13956	is related to	HADOOP-12555
HADOOP-13956	is related to	HADOOP-12554
HADOOP-13950	is depended upon by	HADOOP-11487
HADOOP-13949	is related to	HADOOP-15613
HADOOP-13948	is depended upon by	HADOOP-13947
HADOOP-13945	is cloned by	HADOOP-14579
HADOOP-13945	is related to	HADOOP-13930
HADOOP-13943	is broken by	HADOOP-13863
HADOOP-13942	is duplicated by	HADOOP-13938
HADOOP-13936	is depended upon by	HADOOP-14936
HADOOP-13936	is related to	HADOOP-15621
HADOOP-13934	is depended upon by	HADOOP-13931
HADOOP-13930	is cloned by	HADOOP-14565
HADOOP-13929	is broken by	HADOOP-12875
HADOOP-13929	is depended upon by	HADOOP-14039
HADOOP-13928	is duplicated by	HADOOP-13897
HADOOP-13926	is depended upon by	HADOOP-13998
HADOOP-13926	is depended upon by	HADOOP-14000
HADOOP-13924	is duplicated by	HADOOP-14061
HADOOP-13922	is broken by	HADOOP-11804
HADOOP-13919	is duplicated by	HADOOP-13920
HADOOP-13917	is blocked by	YETUS-543
HADOOP-13915	is duplicated by	HADOOP-14355
HADOOP-13914	is depended upon by	HADOOP-13998
HADOOP-13913	is broken by	HADOOP-13852
HADOOP-13912	is depended upon by	HADOOP-13345
HADOOP-13912	is depended upon by	HADOOP-13204
HADOOP-13911	is related to	HADOOP-13864
HADOOP-13908	is depended upon by	HADOOP-13959
HADOOP-13908	is duplicated by	HADOOP-13925
HADOOP-13906	is broken by	HADOOP-12608
HADOOP-13904	is cloned by	HADOOP-14087
HADOOP-13904	is related to	HADOOP-13908
HADOOP-13899	is related to	HADOOP-13904
HADOOP-13890	is broken by	HADOOP-13565
HADOOP-13890	is related to	HADOOP-13891
HADOOP-13888	is broken by	HADOOP-10105
HADOOP-13887	is duplicated by	HADOOP-14171
HADOOP-13887	is related to	HADOOP-17823
HADOOP-13887	is related to	HADOOP-17817
HADOOP-13887	is related to	HADOOP-17953
HADOOP-13887	is related to	HADOOP-15006
HADOOP-13884	is duplicated by	HADOOP-13950
HADOOP-13884	is related to	HADOOP-13430
HADOOP-13876	is cloned by	HADOOP-14013
HADOOP-13876	is depended upon by	HADOOP-13998
HADOOP-13876	is related to	HADOOP-13336
HADOOP-13876	is related to	HADOOP-17401
HADOOP-13872	is related to	HDFS-12027
HADOOP-13871	is related to	HADOOP-13873
HADOOP-13867	is related to	HDFS-8312
HADOOP-13866	is depended upon by	HADOOP-9991
HADOOP-13866	is duplicated by	HADOOP-12927
HADOOP-13866	is related to	HDFS-11376
HADOOP-13866	is related to	HDFS-11498
HADOOP-13866	is related to	HADOOP-11656
HADOOP-13865	is duplicated by	HADOOP-12721
HADOOP-13863	is related to	HADOOP-16105
HADOOP-13859	is depended upon by	YARN-5922
HADOOP-13856	is related to	HADOOP-13846
HADOOP-13853	is related to	HADOOP-13293
HADOOP-13852	is depended upon by	HADOOP-13345
HADOOP-13852	is related to	SPARK-18673
HADOOP-13848	is cloned by	HADOOP-13851
HADOOP-13848	is related to	HADOOP-13446
HADOOP-13846	is related to	HADOOP-13786
HADOOP-13837	is duplicated by	HADOOP-15527
HADOOP-13833	is broken by	HADOOP-13605
HADOOP-13830	is related to	HADOOP-13518
HADOOP-13827	is depended upon by	HDFS-10899
HADOOP-13826	is depended upon by	HADOOP-11694
HADOOP-13823	is depended upon by	HADOOP-13600
HADOOP-13823	is related to	HIVE-15199
HADOOP-13815	is broken by	HADOOP-13720
HADOOP-13813	is broken by	HADOOP-13720
HADOOP-13811	is depended upon by	HADOOP-14531
HADOOP-13811	is duplicated by	SPARK-18402
HADOOP-13811	is duplicated by	HADOOP-13786
HADOOP-13811	is related to	HADOOP-14303
HADOOP-13811	is related to	HADOOP-17335
HADOOP-13811	is related to	HADOOP-16942
HADOOP-13807	is related to	HADOOP-13558
HADOOP-13807	is related to	HADOOP-13805
HADOOP-13805	is duplicated by	HADOOP-13807
HADOOP-13805	is related to	HADOOP-13558
HADOOP-13805	is related to	HADOOP-14948
HADOOP-13805	is related to	HADOOP-17345
HADOOP-13801	is broken by	HADOOP-13614
HADOOP-13798	is broken by	HADOOP-13017
HADOOP-13794	is related to	HADOOP-16055
HADOOP-13792	is duplicated by	HADOOP-9069
HADOOP-13787	is broken by	HADOOP-7352
HADOOP-13786	is depended upon by	HADOOP-13761
HADOOP-13786	is depended upon by	HADOOP-14831
HADOOP-13786	is duplicated by	HADOOP-14971
HADOOP-13786	is duplicated by	HADOOP-15003
HADOOP-13786	is duplicated by	HADOOP-13574
HADOOP-13786	is duplicated by	HADOOP-13912
HADOOP-13786	is duplicated by	HADOOP-15087
HADOOP-13786	is related to	HDFS-13713
HADOOP-13786	is related to	HADOOP-15079
HADOOP-13786	is related to	HADOOP-14303
HADOOP-13786	is related to	HADOOP-14584
HADOOP-13786	is related to	HADOOP-15890
HADOOP-13786	is related to	HBASE-20431
HADOOP-13786	is related to	SPARK-10063
HADOOP-13786	is related to	SPARK-18883
HADOOP-13786	is related to	HADOOP-14161
HADOOP-13786	is related to	HADOOP-13912
HADOOP-13786	is related to	MAPREDUCE-6974
HADOOP-13786	is related to	MAPREDUCE-7060
HADOOP-13782	is blocked by	HADOOP-13804
HADOOP-13782	is related to	HADOOP-13747
HADOOP-13782	is required by	HDFS-10872
HADOOP-13781	is related to	YARN-4243
HADOOP-13781	is related to	HDFS-4101
HADOOP-13780	is related to	HADOOP-13947
HADOOP-13780	is related to	HADOOP-13948
HADOOP-13776	is related to	HADOOP-13620
HADOOP-13776	is related to	HADOOP-13410
HADOOP-13770	is broken by	HADOOP-12441
HADOOP-13764	is related to	HADOOP-13979
HADOOP-13761	is duplicated by	HADOOP-14012
HADOOP-13761	is duplicated by	HADOOP-14810
HADOOP-13761	is related to	HADOOP-15426
HADOOP-13759	is related to	HADOOP-14444
HADOOP-13757	is duplicated by	HADOOP-13779
HADOOP-13755	is duplicated by	HADOOP-13614
HADOOP-13752	is cloned by	HADOOP-13753
HADOOP-13749	is required by	HADOOP-13988
HADOOP-13748	is broken by	HADOOP-13749
HADOOP-13748	is related to	HADOOP-13749
HADOOP-13747	is duplicated by	HADOOP-13615
HADOOP-13741	is duplicated by	HADOOP-13365
HADOOP-13738	is blocked by	HADOOP-13737
HADOOP-13735	is broken by	HADOOP-13560
HADOOP-13734	is duplicated by	HADOOP-14151
HADOOP-13730	is related to	HADOOP-14308
HADOOP-13727	is related to	HADOOP-13050
HADOOP-13727	is related to	HADOOP-14301
HADOOP-13727	is related to	HADOOP-13726
HADOOP-13727	is related to	HADOOP-14248
HADOOP-13718	is duplicated by	HADOOP-13119
HADOOP-13716	is depended upon by	HADOOP-13713
HADOOP-13715	is depended upon by	HADOOP-14223
HADOOP-13714	is related to	HADOOP-14897
HADOOP-13714	is related to	HADOOP-14875
HADOOP-13714	is related to	HADOOP-14876
HADOOP-13713	is broken by	HADOOP-12977
HADOOP-13713	is duplicated by	HADOOP-13772
HADOOP-13709	is required by	YARN-5641
HADOOP-13707	is related to	HADOOP-13119
HADOOP-13706	is related to	SPARK-30466
HADOOP-13704	is duplicated by	HADOOP-16468
HADOOP-13704	is duplicated by	HADOOP-13829
HADOOP-13703	is depended upon by	HADOOP-13560
HADOOP-13703	is duplicated by	HADOOP-13560
HADOOP-13700	is broken by	HDFS-8831
HADOOP-13700	is broken by	HADOOP-13534
HADOOP-13700	is related to	HADOOP-13705
HADOOP-13699	is broken by	HADOOP-11506
HADOOP-13697	is related to	HADOOP-12847
HADOOP-13695	is depended upon by	HADOOP-13222
HADOOP-13693	is duplicated by	HDFS-10428
HADOOP-13688	is duplicated by	HADOOP-14270
HADOOP-13686	is related to	HDFS-10922
HADOOP-13684	is related to	HADOOP-14981
HADOOP-13680	is duplicated by	HADOOP-13729
HADOOP-10026	is blocked by	HADOOP-10032
HADOOP-10025	is related to	HDFS-5308
HADOOP-10022	is related to	HDFS-5305
HADOOP-10020	is related to	HADOOP-10109
HADOOP-10019	is related to	HDFS-4559
HADOOP-10019	is related to	HDFS-5294
HADOOP-10019	is related to	HDFS-5303
HADOOP-10019	is related to	HDFS-4935
HADOOP-10019	is related to	HDFS-5293
HADOOP-10015	is duplicated by	HADOOP-10274
HADOOP-10004	is related to	YARN-1277
HADOOP-10003	is related to	HADOOP-10091
HADOOP-9998	is related to	HDFS-5237
HADOOP-9997	is required by	PIG-3289
HADOOP-9996	is required by	PIG-3289
HADOOP-9996	is required by	HADOOP-9997
HADOOP-9991	is blocked by	HADOOP-11755
HADOOP-9991	is related to	HADOOP-15040
HADOOP-9991	is related to	HADOOP-14290
HADOOP-9991	is related to	HADOOP-15214
HADOOP-9991	is related to	BOOKKEEPER-708
HADOOP-9991	is related to	HADOOP-9905
HADOOP-9991	is related to	HADOOP-10783
HADOOP-9991	is related to	HADOOP-8793
HADOOP-9991	is related to	HADOOP-10100
HADOOP-9991	is related to	HADOOP-9961
HADOOP-9991	is related to	HADOOP-10105
HADOOP-9991	is related to	HADOOP-14043
HADOOP-9991	is related to	HADOOP-14061
HADOOP-9991	is related to	HADOOP-14670
HADOOP-9991	is related to	HADOOP-15993
HADOOP-9991	is related to	HADOOP-15994
HADOOP-9991	is related to	HADOOP-16227
HADOOP-9991	is related to	HADOOP-12809
HADOOP-9991	is related to	HADOOP-10530
HADOOP-9991	is related to	HADOOP-12232
HADOOP-9991	is related to	HADOOP-10067
HADOOP-9991	is related to	HADOOP-14647
HADOOP-9990	is duplicated by	HADOOP-10062
HADOOP-9990	is duplicated by	HADOOP-10058
HADOOP-9989	is related to	HADOOP-9374
HADOOP-9985	is duplicated by	HADOOP-9987
HADOOP-9984	is duplicated by	HADOOP-9912
HADOOP-9984	is related to	HADOOP-9972
HADOOP-9984	is related to	HADOOP-9912
HADOOP-9982	is related to	HDFS-5297
HADOOP-9981	is broken by	HADOOP-9652
HADOOP-9981	is duplicated by	HADOOP-9877
HADOOP-9981	is related to	HADOOP-10112
HADOOP-9981	is related to	HADOOP-9769
HADOOP-9979	is related to	BIGTOP-1038
HADOOP-9972	is related to	HADOOP-9912
HADOOP-9971	is related to	HADOOP-10397
HADOOP-9967	is related to	HADOOP-9669
HADOOP-9966	is related to	HADOOP-9669
HADOOP-9965	is broken by	HADOOP-9573
HADOOP-9964	is related to	HADOOP-10289
HADOOP-9959	is duplicated by	HADOOP-10998
HADOOP-9958	is depended upon by	HIVE-5281
HADOOP-9948	is related to	HDFS-5258
HADOOP-9945	is related to	YARN-1027
HADOOP-9935	is duplicated by	MAPREDUCE-5498
HADOOP-9935	is duplicated by	YARN-1164
HADOOP-9930	is required by	HDFS-5029
HADOOP-9925	is depended upon by	HADOOP-9840
HADOOP-9922	is duplicated by	HADOOP-11425
HADOOP-9922	is duplicated by	HADOOP-11560
HADOOP-9922	is duplicated by	HADOOP-11784
HADOOP-9919	is related to	HDFS-6517
HADOOP-9912	is broken by	HADOOP-9877
HADOOP-9905	is related to	HADOOP-12415
HADOOP-9902	is depended upon by	HADOOP-15009
HADOOP-9902	is duplicated by	HADOOP-12574
HADOOP-9902	is related to	HDFS-4763
HADOOP-9902	is related to	MAPREDUCE-3954
HADOOP-9902	is related to	HADOOP-12364
HADOOP-9902	is related to	HDFS-272
HADOOP-9902	is related to	HDFS-5087
HADOOP-9899	is broken by	HADOOP-8855
HADOOP-9896	is related to	HADOOP-9916
HADOOP-9893	is depended upon by	HADOOP-9943
HADOOP-9893	is related to	HADOOP-9952
HADOOP-9893	is required by	HADOOP-9881
HADOOP-9891	is duplicated by	YARN-4272
HADOOP-9887	is broken by	HADOOP-9817
HADOOP-9887	is duplicated by	HDFS-5125
HADOOP-9884	is related to	HDFS-14313
HADOOP-9881	is related to	HADOOP-9848
HADOOP-9880	is related to	HADOOP-9421
HADOOP-9880	is related to	HDFS-3083
HADOOP-9877	is blocked by	HADOOP-9972
HADOOP-9877	is broken by	HADOOP-9817
HADOOP-9875	is related to	HADOOP-10500
HADOOP-9870	is related to	HDFS-5087
HADOOP-9869	is duplicated by	YARN-1059
HADOOP-9869	is related to	YARN-1059
HADOOP-9869	is related to	HDFS-7684
HADOOP-9864	is related to	HADOOP-8391
HADOOP-9860	is blocked by	DIRSERVER-1882
HADOOP-9860	is related to	HADOOP-9881
HADOOP-9856	is required by	HADOOP-9749
HADOOP-9855	is depended upon by	HBASE-6973
HADOOP-9852	is related to	HADOOP-9797
HADOOP-9852	is required by	HADOOP-9749
HADOOP-9852	is required by	HADOOP-9856
HADOOP-9851	is related to	HADOOP-3098
HADOOP-9851	is related to	HADOOP-9768
HADOOP-9851	is related to	HADOOP-9778
HADOOP-9848	is related to	HADOOP-9952
HADOOP-9845	is related to	HADOOP-13363
HADOOP-9844	is depended upon by	HADOOP-11574
HADOOP-9841	is depended upon by	HADOOP-9926
HADOOP-9840	is depended upon by	HADOOP-9841
HADOOP-9837	is duplicated by	HADOOP-12563
HADOOP-9833	is depended upon by	HADOOP-9991
HADOOP-9833	is related to	ACCUMULO-1725
HADOOP-9822	is related to	HDFS-5025
HADOOP-9822	is related to	HADOOP-9779
HADOOP-9821	is related to	HDFS-5025
HADOOP-9821	is related to	HADOOP-9779
HADOOP-9818	is duplicated by	HDFS-5062
HADOOP-9817	is duplicated by	HADOOP-7344
HADOOP-9817	is duplicated by	HDFS-5021
HADOOP-9817	is related to	HADOOP-9865
HADOOP-9817	is related to	HADOOP-9847
HADOOP-9816	is broken by	HADOOP-9421
HADOOP-9806	is related to	HDFS-4962
HADOOP-9790	is related to	MAPREDUCE-4374
HADOOP-9789	is related to	HDFS-7546
HADOOP-9789	is related to	HADOOP-12549
HADOOP-9786	is related to	HDFS-4942
HADOOP-9783	is related to	HADOOP-9782
HADOOP-9783	is related to	HADOOP-9652
HADOOP-9782	is broken by	HADOOP-9652
HADOOP-9782	is duplicated by	HADOOP-9783
HADOOP-9780	is related to	HADOOP-10034
HADOOP-9776	is related to	HIVE-8034
HADOOP-9774	is broken by	HADOOP-8962
HADOOP-9768	is related to	HADOOP-9778
HADOOP-9763	is depended upon by	HADOOP-9762
HADOOP-9761	is broken by	HADOOP-9418
HADOOP-9760	is depended upon by	HADOOP-9762
HADOOP-9759	is duplicated by	HADOOP-9755
HADOOP-9755	is broken by	HADOOP-9164
HADOOP-9754	is related to	HADOOP-9756
HADOOP-9752	is duplicated by	YARN-658
HADOOP-9752	is related to	YARN-445
HADOOP-9750	is related to	MAPREDUCE-5247
HADOOP-9750	is related to	HADOOP-7771
HADOOP-9747	is related to	HADOOP-14699
HADOOP-9718	is related to	HADOOP-9232
HADOOP-9715	is duplicated by	HADOOP-9899
HADOOP-9710	is depended upon by	HDFS-4964
HADOOP-9710	is depended upon by	HDFS-4965
HADOOP-9710	is depended upon by	MAPREDUCE-5378
HADOOP-9710	is depended upon by	YARN-904
HADOOP-9710	is required by	HADOOP-9709
HADOOP-9705	is related to	HADOOP-10459
HADOOP-9705	is related to	HADOOP-10557
HADOOP-9703	is related to	SOLR-5007
HADOOP-9688	is related to	HADOOP-9857
HADOOP-9688	is related to	HADOOP-9691
HADOOP-9680	is related to	HADOOP-10400
HADOOP-9678	is related to	HADOOP-8562
HADOOP-9677	is related to	MAPREDUCE-5330
HADOOP-9676	is related to	HDFS-10593
HADOOP-9675	is related to	HADOOP-8912
HADOOP-9672	is related to	HADOOP-7883
HADOOP-9671	is related to	HADOOP-8779
HADOOP-9671	is related to	HADOOP-9392
HADOOP-9671	is related to	HADOOP-9533
HADOOP-9671	is related to	HDFS-4685
HADOOP-9671	is related to	HDFS-2856
HADOOP-9665	is related to	HADOOP-9658
HADOOP-9660	is related to	HADOOP-10094
HADOOP-9660	is related to	HBASE-6814
HADOOP-9657	is depended upon by	HADOOP-11574
HADOOP-9657	is related to	HDFS-8068
HADOOP-9654	is duplicated by	HADOOP-11252
HADOOP-9652	is cloned by	HADOOP-10276
HADOOP-9652	is duplicated by	HADOOP-9783
HADOOP-9652	is duplicated by	HADOOP-9788
HADOOP-9652	is duplicated by	MAPREDUCE-5430
HADOOP-9652	is related to	HADOOP-9371
HADOOP-9652	is related to	HADOOP-9788
HADOOP-9652	is related to	HADOOP-9769
HADOOP-9650	is related to	HADOOP-8515
HADOOP-9649	is blocked by	YARN-825
HADOOP-9649	is related to	MAPREDUCE-5327
HADOOP-9646	is duplicated by	HADOOP-9647
HADOOP-9642	is related to	HADOOP-17631
HADOOP-9642	is related to	HADOOP-11553
HADOOP-9640	is related to	HADOOP-9194
HADOOP-9640	is related to	HDFS-945
HADOOP-9638	is broken by	HADOOP-9287
HADOOP-9636	is duplicated by	HADOOP-8934
HADOOP-9634	is related to	HADOOP-9509
HADOOP-9633	is related to	HDFS-4521
HADOOP-9632	is related to	HADOOP-9526
HADOOP-9631	is duplicated by	HADOOP-14604
HADOOP-9631	is related to	HADOOP-8014
HADOOP-9629	is related to	HADOOP-10840
HADOOP-9629	is related to	HADOOP-11248
HADOOP-9629	is related to	HADOOP-10689
HADOOP-9629	is related to	HADOOP-10690
HADOOP-9629	is related to	HADOOP-10728
HADOOP-9629	is related to	HADOOP-10809
HADOOP-9629	is related to	HADOOP-11188
HADOOP-9629	is related to	HADOOP-11395
HADOOP-9626	is depended upon by	SLIDER-94
HADOOP-9621	is related to	HADOOP-9392
HADOOP-9621	is related to	HADOOP-9533
HADOOP-9621	is related to	HADOOP-10086
HADOOP-9613	is depended upon by	HADOOP-11461
HADOOP-9613	is depended upon by	SLIDER-878
HADOOP-9613	is depended upon by	HADOOP-11090
HADOOP-9613	is depended upon by	HADOOP-9991
HADOOP-9613	is related to	HADOOP-11461
HADOOP-9613	is related to	HADOOP-9244
HADOOP-9612	is related to	HIVE-4436
HADOOP-9611	is depended upon by	HADOOP-9991
HADOOP-9601	is duplicated by	HADOOP-10838
HADOOP-9601	is related to	HADOOP-9934
HADOOP-9601	is related to	HBASE-8323
HADOOP-9600	is duplicated by	HADOOP-11458
HADOOP-9599	is related to	HADOOP-8562
HADOOP-9595	is broken by	HADOOP-8951
HADOOP-9594	is depended upon by	HADOOP-9991
HADOOP-9593	is duplicated by	HADOOP-9546
HADOOP-9590	is related to	HDFS-6531
HADOOP-9590	is related to	HADOOP-9061
HADOOP-9590	is related to	HADOOP-9413
HADOOP-9590	is related to	HDFS-4428
HADOOP-9590	is related to	HDFS-6695
HADOOP-9590	is related to	HDFS-4839
HADOOP-9590	is related to	HADOOP-3518
HADOOP-9583	is related to	HADOOP-9580
HADOOP-9582	is related to	HADOOP-9900
HADOOP-9578	is duplicated by	HADOOP-9346
HADOOP-9576	is depended upon by	YARN-2841
HADOOP-9574	is depended upon by	YARN-638
HADOOP-9574	is related to	HADOOP-9846
HADOOP-9574	is related to	HDFS-4838
HADOOP-9573	is required by	HADOOP-7435
HADOOP-9570	is related to	HIVE-4486
HADOOP-9567	is related to	HBASE-20886
HADOOP-9565	is depended upon by	HADOOP-11556
HADOOP-9565	is depended upon by	HADOOP-9577
HADOOP-9565	is depended upon by	HADOOP-11487
HADOOP-9565	is duplicated by	HADOOP-11525
HADOOP-9565	is related to	HADOOP-11867
HADOOP-9565	is related to	HDFS-11704
HADOOP-9565	is related to	HADOOP-12046
HADOOP-9565	is related to	HADOOP-16604
HADOOP-9565	is related to	HADOOP-14402
HADOOP-9564	is related to	HDFS-278
HADOOP-9563	is broken by	HADOOP-9523
HADOOP-9563	is related to	HBASE-8546
HADOOP-9562	is blocked by	HDFS-4860
HADOOP-9559	is depended upon by	HADOOP-10728
HADOOP-9557	is duplicated by	HADOOP-9641
HADOOP-9556	is related to	HADOOP-10754
HADOOP-9555	is depended upon by	HADOOP-9991
HADOOP-9555	is related to	HADOOP-9556
HADOOP-9555	is related to	HADOOP-10668
HADOOP-9555	is related to	HADOOP-10754
HADOOP-9554	is blocked by	MAPREDUCE-5210
HADOOP-9551	is blocked by	HADOOP-9579
HADOOP-9551	is related to	HADOOP-9413
HADOOP-9550	is cloned by	HADOOP-15115
HADOOP-9550	is related to	HDFS-10889
HADOOP-9549	is related to	HADOOP-9049
HADOOP-9546	is broken by	YARN-493
HADOOP-9546	is related to	HDFS-4427
HADOOP-9542	is related to	HADOOP-9517
HADOOP-9541	is related to	HADOOP-9517
HADOOP-9534	is related to	ORC-14
HADOOP-9534	is related to	HADOOP-9811
HADOOP-9534	is related to	HADOOP-9825
HADOOP-9534	is required by	HADOOP-9781
HADOOP-9533	is related to	HADOOP-9421
HADOOP-9533	is related to	KNOX-65
HADOOP-9533	is related to	HADOOP-9392
HADOOP-9527	is duplicated by	HADOOP-9807
HADOOP-9525	is related to	HADOOP-8562
HADOOP-9524	is depended upon by	HDFS-4734
HADOOP-9521	is duplicated by	HADOOP-8830
HADOOP-9517	is blocked by	HADOOP-7391
HADOOP-9517	is related to	HADOOP-7391
HADOOP-9516	is depended upon by	HDFS-4766
HADOOP-9515	is related to	HDFS-4750
HADOOP-9507	is duplicated by	HADOOP-9767
HADOOP-9507	is related to	HADOOP-9805
HADOOP-9505	is duplicated by	HADOOP-9114
HADOOP-9505	is related to	HADOOP-8240
HADOOP-9502	is related to	HADOOP-9543
HADOOP-9500	is broken by	HADOOP-9299
HADOOP-9500	is related to	HADOOP-9422
HADOOP-9492	is related to	HADOOP-9473
HADOOP-9490	is related to	HADOOP-8562
HADOOP-9487	is depended upon by	HBASE-5554
HADOOP-9486	is related to	YARN-493
HADOOP-9483	is depended upon by	HADOOP-9527
HADOOP-9482	is related to	HADOOP-9593
HADOOP-9481	is broken by	HADOOP-8562
HADOOP-9477	is broken by	HADOOP-12001
HADOOP-9477	is related to	HADOOP-12568
HADOOP-9476	is broken by	HADOOP-9352
HADOOP-9469	is blocked by	MAPREDUCE-5147
HADOOP-9455	is related to	HIVE-3936
HADOOP-9455	is related to	HADOOP-9532
HADOOP-9454	is related to	HADOOP-10400
HADOOP-9453	is related to	YARN-535
HADOOP-9450	is related to	HADOOP-9496
HADOOP-9447	is related to	HADOOP-9453
HADOOP-9440	is required by	HADOOP-9346
HADOOP-9439	is related to	HADOOP-9312
HADOOP-9438	is depended upon by	YARN-112
HADOOP-9438	is duplicated by	HDFS-4619
HADOOP-9438	is related to	HADOOP-9361
HADOOP-9437	is broken by	HDFS-4428
HADOOP-9436	is depended upon by	HADOOP-9200
HADOOP-9432	is depended upon by	HADOOP-9361
HADOOP-9431	is duplicated by	HADOOP-8514
HADOOP-9428	is duplicated by	HADOOP-9437
HADOOP-9426	is related to	HBASE-8158
HADOOP-9422	is related to	HADOOP-9482
HADOOP-9422	is related to	HADOOP-9593
HADOOP-9421	is related to	HADOOP-9034
HADOOP-9420	is related to	HADOOP-10305
HADOOP-9413	is depended upon by	HDFS-4610
HADOOP-9413	is depended upon by	MAPREDUCE-5177
HADOOP-9413	is depended upon by	YARN-506
HADOOP-9413	is related to	HADOOP-8562
HADOOP-9405	is broken by	HADOOP-9252
HADOOP-9402	is broken by	HDFS-3148
HADOOP-9397	is broken by	HADOOP-8562
HADOOP-9397	is related to	HADOOP-9404
HADOOP-9394	is related to	HBASE-8072
HADOOP-9392	is related to	HADOOP-9479
HADOOP-9392	is related to	HADOOP-8779
HADOOP-9392	is related to	HADOOP-9534
HADOOP-9392	is related to	HADOOP-9296
HADOOP-9392	is required by	HADOOP-9466
